feature,rank,gain,split_importance,bin_order,bin_label,lower_bound,upper_bound,is_missing_bin,split_value,good,bad,total,bad_rate,pop_pct,woe,iv_component,status,skip_reason
d180_apl_ord_days_cnt,1,257599.5811395645,100,0,Missing,,,True,DEV,103153,989,104142,0.009496648806437365,0.5667931141456087,-2.937121059107543,1.843967368952268,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,1,"(-inf, 1]",-inf,1.0,False,DEV,35231,5445,40676,0.13386272003146818,0.22137923902927523,-0.15749836432021616,0.005196817131957504,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,2,"(1, 2]",1.0,2.0,False,DEV,6656,3486,10142,0.34371918753697495,0.05519786218494713,1.0629571717308806,0.0861704058899413,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,3,"(2, 3]",2.0,3.0,False,DEV,3583,3019,6602,0.4572856710087852,0.03593140269621583,1.5384039032557688,0.12957655860022463,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,4,"(3, 5]",3.0,5.0,False,DEV,3617,4675,8292,0.5637964302942595,0.04512923222614687,1.9662055543116495,0.28084095689370514,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,5,"(5, 8]",5.0,8.0,False,DEV,2008,4412,6420,0.6872274143302181,0.0349408672083771,2.4967058723840023,0.3591078215906881,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,6,"(8, inf]",8.0,inf,False,DEV,1343,6122,7465,0.8200937709310114,0.04062828250942913,3.2263449857125637,0.6738200424441046,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,0,Missing,,,True,OOT,36982,328,37310,0.008791208791208791,0.6099096006408056,-2.814746957879746,1.8366400515335786,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,1,"(-inf, 1]",-inf,1.0,False,OOT,10170,1475,11645,0.1266638042078145,0.19036176090758994,-0.02157814669756825,8.792592270212386e-05,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,2,"(1, 2]",1.0,2.0,False,OOT,2090,875,2965,0.2951096121416526,0.048469095842937245,1.0385529118912664,0.07436955329007942,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,3,"(2, 3]",2.0,3.0,False,OOT,1229,759,1988,0.3817907444668008,0.032497997482549494,1.4272137713415598,0.10430356077739233,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,4,"(3, 5]",3.0,5.0,False,OOT,1305,1239,2544,0.48702830188679247,0.04158697464567702,1.8570382742980414,0.24592125157407424,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,5,"(5, 8]",5.0,8.0,False,OOT,813,1172,1985,0.5904282115869017,0.03244895623886355,2.2744638846233216,0.30290842362599446,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,6,"(8, inf]",8.0,inf,False,OOT,689,2047,2736,0.748172514619883,0.044725614241577165,2.9973244294558476,0.7381982461094442,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,0,Missing,,,True,DEV-OOS,97636,1018,98654,0.010318892290226448,0.537682581207761,-3.001727296785559,1.8364648238587544,ok,
d180_apl_ord_days_cnt,1,257599.5811395645,100,1,"(-inf, 1]",-inf,1.0,False,DEV-OOS,35788,5988,41776,0.14333588663347377,0.22768694135600612,-0.22659250389862154,0.01084172316372809,ok,
